G0,9,8,44462,47598,125,120
G1,5,9,57568,48560,126,114
G2,7,8,69877,81297,114,124
G3,6,9,72544,87215,118,115
G4,9,5,60738,35109,112,124
G5,6,8,63532,55019,123,122
G6,6,8,64857,39797,126,124
G7,10,4,30763,78956,124,111
G8,4,10,30738,75540,111,112
G9,5,9,65446,30067,117,113
G10,5,10,74418,47380,117,124
G11,4,4,46166,32436,121,116
G12,4,6,79060,80206,122,118
G13,6,6,38243,49419,115,118
G14,4,5,85576,22529,112,122
G15,7,7,60141,60630,124,125
G16,5,4,76360,78421,127,125
G17,4,9,69740,25571,120,125
G18,5,8,32072,64956,119,116
G19,4,5,76085,77496,123,128
G20,6,6,26113,36131,121,121
G21,9,8,67931,30497,126,110
G22,9,7,59911,37183,124,117
G23,10,7,85015,32619,128,117
G24,8,4,24629,58916,118,114
G25,5,4,85484,63463,127,114
G26,10,5,65676,75309,113,117
G27,10,8,21375,80798,114,124
G28,9,10,72128,42125,112,113
G29,4,5,58926,21196,113,127
G30,9,6,75329,64998,113,124
G31,8,10,73564,58849,123,115
G32,9,8,52137,53521,120,115
G33,9,8,73931,51901,118,117
G34,7,6,56543,51686,122,127
G35,10,7,20462,40947,126,121
G36,6,8,74132,22158,117,120
G37,6,10,78304,51954,120,115
G38,9,6,77386,39011,119,112
G39,8,4,29155,59550,129,113
G40,5,6,69973,66501,114,120
G41,10,9,34608,46441,117,121
G42,10,4,55650,43989,124,118
G43,8,10,53276,73891,121,122
G44,9,6,57395,40881,128,123
G45,6,6,61664,38673,114,126
G46,9,8,35128,51978,119,123
G47,6,9,42859,36270,117,112
G48,9,5,62078,49470,111,119
G49,7,6,51011,25283,126,119
G50,9,10,87252,85204,129,122
G51,8,4,20101,54743,114,113
G52,4,9,53281,53240,115,119
G53,10,8,89334,27696,118,118
G54,8,8,60828,31217,112,112
G55,8,6,23852,73842,112,114
G56,5,7,73460,69300,114,110
G57,6,6,29368,77213,129,110
G58,8,8,85747,48316,115,123
G59,10,10,74296,88813,128,124
G60,6,8,70523,46451,125,124
G61,5,5,62409,64867,116,124
G62,10,10,71477,88186,111,117
G63,10,7,78265,20004,121,112
G64,9,10,46972,74929,117,124
G65,10,4,76768,41643,122,115
G66,6,6,54467,61669,119,124
G67,6,5,48503,71833,113,113
G68,6,4,43364,87444,128,116
G69,7,6,65839,87274,112,111
G70,6,9,64425,51753,119,117
G71,9,8,47238,23822,112,123
G72,8,5,53022,36045,126,127
G73,10,10,87928,34856,122,119
G74,4,9,25865,63738,111,110
G75,4,6,84498,50428,127,125
G76,8,8,82827,46452,128,128
G77,7,6,75436,51819,126,110
G78,5,9,39149,70544,114,122
G79,9,9,81476,25471,124,125
G80,6,5,73212,41924,120,119
G81,8,8,66095,51491,126,111
G82,4,5,87972,67337,111,112
G83,5,8,49104,38591,117,118
G84,10,8,70529,24735,128,117
G85,6,9,45200,82740,118,121
G86,5,10,47693,42484,113,113
G87,7,9,63291,20328,123,122
G88,10,4,84117,79492,115,113
G89,8,10,28592,70905,123,119
G90,5,4,80078,73556,111,120
G91,10,5,63270,38384,118,123
G92,9,9,70462,39911,110,123
G93,10,5,88315,81318,115,117
G94,6,6,70383,71903,113,129
G95,5,7,36326,68279,111,123
G96,9,4,54229,24329,110,126
G97,9,6,47233,28614,121,126
G98,8,10,29263,33617,122,112
G99,9,8,71609,55471,114,121
