B1,9,78865,117,113
B2,9,69022,125,128
B3,6,77147,129,112
B4,8,84434,127,128
B5,8,65158,114,112
B6,5,80917,128,127
B7,8,66809,114,114
B8,6,76474,120,112
B9,7,78931,115,112
B10,10,82403,112,123
B11,6,71755,127,122
B12,6,80229,120,120
B13,4,77305,116,118
B14,7,65426,123,114
B15,5,66796,119,122
B16,5,87135,119,114
B17,7,69321,122,111
B18,7,61827,114,129
B19,6,85114,122,125
B20,8,85729,119,114
B21,4,68115,127,122
B22,6,83191,120,115
B23,8,79176,129,113
B24,9,65616,117,125
B25,4,62189,117,114
B26,5,69368,114,126
B27,9,60353,127,117
B28,8,79551,128,116
B29,5,86627,119,126
B30,6,67375,114,128
B31,10,61943,121,129
B32,6,60331,122,112
B33,10,89658,125,127
B34,8,60877,113,121
B35,7,64225,117,110
B36,10,81681,129,123
B37,6,64347,113,111
B38,8,83292,128,114
B39,8,62403,124,129
B40,6,79890,129,125
B41,4,69258,116,118
B42,10,79189,123,113
B43,6,83645,113,127
B44,9,78454,128,119
B45,4,64031,119,126
B46,8,76816,122,112
B47,7,61545,123,119
B48,9,62306,119,115
B49,7,60705,119,124
B50,6,76836,116,115
B51,6,83315,110,120
B52,7,85261,112,129
B53,4,67528,117,112
B54,10,68411,120,122
B55,10,72613,123,116
B56,10,60408,111,123
B57,8,65359,119,129
B58,10,70245,113,129
B59,7,72637,115,125
B60,5,64248,117,119
B61,10,77256,121,116
B62,6,82322,128,118
B63,8,72553,123,123
B64,8,74494,128,112
B65,9,77507,111,128
B66,10,87698,129,115
B67,4,75657,112,129
B68,4,74764,114,122
B69,10,89367,117,112
B70,8,72634,111,128
B71,9,75620,114,117
B72,8,81532,116,118
B73,8,71348,111,123
B74,9,68664,113,113
B75,4,67936,116,128
B76,9,75994,124,114
B77,7,77173,129,115
B78,9,68830,120,117
B79,7,88676,127,117
B80,7,75311,115,116
B81,10,67591,120,122
B82,9,88873,113,120
B83,10,72027,125,110
B84,4,74344,128,118
B85,10,82160,110,121
B86,5,81361,117,117
B87,5,76221,129,125
B88,9,69101,125,119
B89,10,80530,117,126
B90,4,87831,113,119
B91,8,70190,127,128
B92,7,83003,110,129
B93,7,70487,125,118
B94,10,83628,111,117
B95,9,88153,110,121
B96,4,87921,111,128
B97,8,70145,126,119
B98,4,77572,118,118
B99,4,69934,121,127
B100,7,61727,114,112
