Essential,15026,12615,42,76
Essential,18795,16537,88,85
Essential,13268,14083,80,82
Essential,14468,16532,1,7
Essential,12001,13472,39,59
Essential,16291,16359,75,4
Luxury,19381,16014,31,20
Luxury,17685,12116,70,19
Luxury,14075,13982,76,69
Essential,10903,15339,20,42
Utility,14931,13568,27,84
Essential,18312,15034,51,65
Essential,14064,16622,54,92
Essential,16567,14100,96,66
Utility,12738,12727,76,81
Luxury,17802,16982,25,61
Luxury,12484,13127,6,37
Luxury,13334,13582,61,9
Essential,12796,13329,15,64
Essential,11042,14011,13,93
Utility,12489,14905,67,97
Essential,18896,16884,92,86
Essential,18178,13937,40,78
Luxury,18477,13013,16,49
Utility,15881,14249,36,83
Essential,11654,13382,12,96
Luxury,12447,15029,83,50
Essential,19370,13444,95,73
Luxury,14396,14941,56,15
Luxury,14253,16807,49,75
Essential,14181,13023,71,24
Luxury,14474,12109,19,63
Utility,12653,13488,78,87
Essential,13734,12143,27,97
Utility,16965,14927,81,75
Luxury,15910,16747,64,69
Essential,15123,12524,15,21
Luxury,15645,14059,58,96
Luxury,16833,13364,60,80
Essential,14151,13556,83,66
Luxury,12013,12401,98,62
Essential,11698,15279,92,2
Utility,11630,12075,82,42
Utility,11812,13572,60,69
Luxury,11816,14322,24,91
Luxury,10998,13872,4,85
Luxury,14764,15970,74,3
Essential,16434,13568,11,43
Utility,15096,15528,69,10
Utility,17067,15431,48,64
Utility,13435,12830,19,48
Essential,15845,14468,61,65
Utility,18236,15352,21,20
Utility,14420,16527,90,60
Essential,18049,14473,71,75
Essential,18794,14397,23,25
Luxury,16161,15278,95,33
Luxury,14511,16715,18,90
Utility,13497,14872,72,6
Essential,18495,16038,80,68
Luxury,18899,14671,6,93
Luxury,16464,12947,50,76
Essential,18806,16200,81,23
Essential,19487,16107,55,69
Utility,16806,16300,42,85
Essential,16385,12059,74,65
Luxury,16223,12293,35,45
Utility,13004,14955,1,72
Luxury,11623,14732,34,66
Luxury,11843,14533,80,75
Luxury,18421,12878,84,87
Utility,13693,16546,2,60
Luxury,16818,15693,87,65
Essential,14810,16597,42,68
Utility,16055,12542,32,27
Essential,11290,12735,52,24
Essential,18912,14416,29,40
