G0,9,6,24843,44929,123,124
G1,7,7,48628,75287,118,123
G2,9,10,60388,40879,123,110
G3,8,7,86706,85878,113,127
G4,5,6,66246,27786,126,129
G5,10,7,30950,31134,116,111
G6,8,8,52520,59043,113,126
G7,7,10,44271,73652,126,111
G8,9,9,20996,52123,120,128
G9,8,8,26533,47933,126,121
G10,9,8,47189,86186,113,116
G11,9,7,72792,40277,114,126
G12,7,9,68814,68567,129,111
G13,10,5,69155,34938,114,111
G14,7,8,33891,83288,115,117
G15,9,10,55864,65772,118,111
G16,8,7,51343,51228,112,128
G17,4,6,22984,23152,113,122
G18,7,6,28788,41702,125,113
G19,8,10,51828,57426,126,121
G20,8,4,70078,82773,125,129
G21,5,8,44267,52831,122,111
G22,4,9,36394,75835,120,115
G23,7,8,82777,64618,125,116
G24,4,8,41992,86100,121,122
G25,9,5,69606,41243,114,112
G26,8,5,46498,82583,126,120
G27,6,10,73271,77550,128,112
G28,5,9,41600,59930,117,115
G29,9,5,43948,48185,121,114
G30,7,6,22489,71286,111,114
G31,4,6,26059,59744,124,120
G32,8,5,63862,60496,120,111
G33,6,7,44470,27188,114,113
G34,9,6,76904,82928,123,111
G35,5,7,30312,72044,120,124
G36,10,4,45166,54367,126,111
G37,7,5,39129,63160,115,110
G38,5,9,88602,61738,126,124
G39,10,8,58653,33482,116,110
G40,5,7,62221,88016,125,113
G41,9,10,21033,67235,122,122
G42,5,4,21357,56736,125,117
G43,9,9,74452,35167,119,110
G44,7,6,28311,87355,111,127
G45,8,10,36202,68396,113,111
G46,10,7,32905,75116,118,117
G47,10,8,84994,34734,122,128
G48,7,6,56129,48121,122,115
G49,8,4,30035,56333,119,123
G50,9,7,27702,70928,128,117
G51,10,6,28806,65779,113,116
G52,7,9,57338,46841,115,122
G53,8,7,34094,36889,113,126
G54,8,9,41822,74318,127,117
G55,6,7,51927,29715,116,118
G56,8,7,48330,41751,123,125
G57,10,6,86445,70807,119,120
G58,7,9,69539,38519,125,127
G59,8,7,23503,74603,125,129
G60,9,7,86516,46341,113,128
G61,6,6,50336,49695,119,114
G62,7,4,27232,55792,122,127
G63,5,5,61727,63148,114,124
G64,6,10,58148,75185,111,114
G65,4,10,42840,73806,121,114
G66,7,4,27929,38564,121,110
G67,10,7,81908,50391,121,127
G68,4,10,74571,76512,123,112
G69,9,10,86661,34627,111,123
G70,5,10,61650,51159,124,111
G71,9,4,30162,50047,126,126
G72,5,5,30868,59493,112,115
G73,6,5,75275,23163,122,122
G74,5,4,23815,37348,118,125
G75,9,9,75653,61410,127,123
G76,5,6,32211,48957,129,122
G77,7,4,82923,81263,129,115
G78,7,6,68491,27149,124,128
G79,9,10,34203,29752,127,126
G80,7,8,26820,81977,124,116
G81,9,7,76205,69239,114,116
G82,6,6,23787,24282,117,124
G83,10,7,33913,44703,115,126
G84,4,8,76016,80810,118,128
G85,10,8,50370,76922,111,124
G86,8,5,45610,62703,113,123
G87,5,10,66963,88232,121,115
G88,7,10,32920,61924,124,120
G89,8,9,25735,58275,129,120
G90,4,8,28616,34447,117,122
G91,8,5,83138,36083,123,117
G92,10,4,77011,64458,127,128
G93,8,9,25250,24216,126,122
G94,10,7,88619,64351,120,110
G95,10,6,27853,42226,118,124
G96,9,10,39880,35214,116,126
G97,8,5,80303,89152,113,110
G98,7,7,29672,71793,116,119
G99,9,5,25703,74198,127,120
