B0,4,106,2748,108,2
B1,5,110,2345,129,2
B2,8,114,2104,112,2
B3,9,110,2029,107,2
B4,5,127,2819,123,3
B5,5,126,2026,106,2
B6,9,111,2851,106,2
B7,4,123,2356,118,1
B8,10,114,2132,121,2
B9,5,106,2712,113,2
B10,7,124,2257,111,1
B11,4,118,2213,108,1
B12,8,123,2212,105,1
B13,6,125,2631,129,3
B14,7,124,2607,113,2
B15,9,107,2146,129,2
B16,7,108,2429,110,1
B17,6,124,2669,126,2
B18,4,121,2729,128,2
B19,9,126,2716,114,2
B20,4,106,2921,127,1
B21,9,106,2761,109,2
B22,4,127,2733,124,3
B23,4,118,2741,105,3
B24,10,129,2678,106,2
B25,7,127,2810,105,1
B26,8,129,2930,119,1
B27,9,118,2392,128,2
B28,8,111,2943,114,1
B29,5,128,2341,113,3
B30,9,120,2402,119,2
B31,5,109,2199,107,3
B32,9,116,2206,119,3
B33,4,105,2819,105,2
B34,7,111,2168,117,3
B35,9,111,2569,111,1
B36,9,114,2665,115,2
B37,5,112,2681,108,3
B38,8,119,2623,128,3
B39,7,117,2033,125,2
B40,8,108,2352,122,2
B41,8,116,2160,106,2
B42,4,118,2135,127,2
B43,6,112,2094,108,1
B44,4,128,2792,110,2
B45,10,113,2898,108,1
B46,4,121,2922,114,1
B47,6,115,2482,122,1
B48,6,106,2666,127,3
B49,4,108,2899,123,3
B50,4,120,2544,114,2
B51,4,117,2194,118,2
B52,9,120,2960,105,2
B53,5,115,2777,122,1
B54,6,128,2382,124,3
B55,4,119,2795,118,1
B56,4,127,2603,107,2
B57,9,118,2717,113,1
B58,6,115,2572,114,2
B59,6,107,2058,115,1
B60,8,126,2420,129,3
B61,4,125,2852,117,3
B62,8,119,2439,112,3
B63,8,111,2060,118,2
B64,7,105,2659,122,2
B65,8,127,2128,106,1
B66,5,120,2680,129,1
B67,4,111,2841,121,2
B68,10,107,2207,118,1
B69,6,119,2639,113,1
B70,7,107,2111,116,1
B71,5,129,2832,106,3
B72,9,125,2585,128,1
B73,9,123,2625,117,1
B74,9,119,2881,113,1
B75,4,108,2435,110,2
B76,7,106,2841,123,2
B77,9,112,2780,118,3
B78,7,129,2412,119,3
B79,4,126,2122,110,2
B80,7,106,2277,115,2
B81,7,128,2612,120,1
B82,8,129,2139,111,1
B83,6,118,2288,107,2
B84,6,128,2559,114,3
B85,6,120,2805,111,1
B86,8,112,2416,105,2
B87,9,126,2168,111,1
B88,6,106,2877,118,2
B89,8,124,2875,118,1
B90,7,111,2571,128,2
B91,10,126,2569,110,2
B92,4,120,2183,106,1
B93,10,120,2287,113,3
B94,5,106,2836,112,3
B95,5,109,2616,105,1
B96,6,113,2605,111,2
B97,10,111,2113,107,3
B98,5,117,2207,119,2
B99,7,114,2788,114,1
